round,average weight differences,train losses,test losses,test accuracies
1,0.02360102689986443,2.295905241966248,2.2863440878072363,0.1448
2,0.0249456724268615,2.2697280683517453,2.2406896907053175,0.2289
3,0.030215862373671465,2.1358015471696854,1.889984328276033,0.5318
4,0.07710380057612967,1.2641840421259403,0.6937265547977132,0.8102
5,0.03453943909754208,0.5852714156955481,0.43767002001879324,0.8665
6,0.06987774842757707,0.4071629742532969,0.3567163133934425,0.889
7,0.047357444374548294,0.33880561097711326,0.32112513260714187,0.9011
8,0.05157330607404266,0.3052802815288305,0.27086177992687865,0.9154
9,0.07237892840678152,0.25610226547345516,0.24979142208174346,0.9228
10,0.09906907333778855,0.20425916560366755,0.22722689889276484,0.9271
11,0.059317112741987824,0.20165160062164067,0.20893990185562591,0.9342
12,0.04619572136613139,0.19606878895312546,0.1887939926830067,0.9403
13,0.04635448214113774,0.16322235998511314,0.17553830681855132,0.9437
14,0.058615567794862544,0.15170445061847568,0.1668623310786666,0.9466
15,0.10483773821129802,0.13349159710947428,0.15836300951529556,0.9488
16,0.05779416403547845,0.12217834497615696,0.15035440459266114,0.9503
17,0.05172313098134994,0.11244420638494194,0.1429549145429235,0.9527
18,0.06191484847268984,0.11559036738425495,0.13468729209445512,0.9572
19,0.04995317961913766,0.10280044083949177,0.13539535666824834,0.9571
20,0.060035115318576915,0.10638669289648532,0.12428132207118046,0.9604
21,0.07478124080244312,0.09504573498992251,0.1180429077784347,0.963
22,0.04529751866551169,0.09033344444585965,0.11548572168818966,0.9618
23,0.04937326115353806,0.09285431283526122,0.1170196903077589,0.9633
24,0.040679535669862835,0.0713666004058905,0.10762734289183193,0.9664
25,0.05875729157206513,0.0685706183949951,0.10603105006435483,0.9669
26,0.0536534550337493,0.07741486679669468,0.10310642194309848,0.9673
27,0.0428347328141824,0.07157691419520416,0.10363423000912889,0.9675
28,0.036464797551979386,0.07061880363523959,0.10277135946245117,0.9673
29,0.05407013501655896,0.061044109134469185,0.09919665127645609,0.9682
30,0.060901496916222764,0.055993875980377195,0.09740248858942768,0.9687
31,0.04865667865643589,0.05907431918766816,0.0958351338342289,0.9694
32,0.04434921158487798,0.0492455811315449,0.09385719850687547,0.9699
33,0.03988656388328014,0.058599741921992965,0.09091644474601071,0.9712
34,0.05446754502150469,0.05761243736417963,0.09049235376663607,0.9712
35,0.031412100091279524,0.050578124596562704,0.08927890396685115,0.9722
36,0.03209379920642197,0.04618579799612053,0.08726513850470044,0.9728
37,0.03682378142606928,0.05503054210043047,0.08598144432443794,0.9735
38,0.03250606314307887,0.047780480811954476,0.08640566199278654,0.973
39,0.04297370682800521,0.05081376856472343,0.08471596332146063,0.9724
40,0.02738158886899896,0.04340671731159091,0.08307308898842004,0.973
41,3.2131485076811614,0.044888882513740104,0.08155023975319683,0.9747
42,0.04812870241051452,0.04092734170809854,0.08284954125989247,0.9735
43,0.041961821634178144,0.042726237938273695,0.07942488536419967,0.9754
44,0.03275173626571177,0.034270353286119645,0.07931120484034089,0.9754
45,0.0261757855680593,0.029000094103743324,0.08280649332110518,0.9744
46,0.06385060256219878,0.043302936866472005,0.08046949042200488,0.9748
47,0.03757963191790979,0.043497215948242234,0.08126153025432649,0.9754
48,0.028530223467536985,0.032626078795903596,0.07845044192336396,0.9758
49,0.03538414726521745,0.030030859654827508,0.07764806400908152,0.976
50,0.27360986829388073,0.03925529939064291,0.0782720755077943,0.9749
