round,average weight differences,train losses,test losses,test accuracies,average AUCs,Kappas
1,0,0.34676628359477035,2.4342545749275546,0.1135,0.5,0.0
2,0,0.07763381132890937,2.5437023928210993,0.1032,0.5,0.0
3,0,0.05017775998299475,2.8077137637290224,0.1028,0.5,0.0
4,0,0.03177433874366398,2.516560780774256,0.0746,0.48731769197137503,-0.025068598678388166
5,0,0.02824193098481555,3.171665106609369,0.0982,0.5,0.0
6,0,0.03206497956661224,2.6145322732864673,0.1135,0.5,0.0
7,0,0.10931867593128115,2.910268473777042,0.1365,0.519132481026979,0.03787143065342737
8,0,0.03720788761781295,2.3841342394519005,0.1134,0.5070112571542603,0.013947888402656974
9,0,0.044371945353756014,3.3250771221841218,0.0974,0.5,0.0
10,0,0.08393755729714576,2.6766118471789513,0.1136,0.5000541545491262,0.00011512663602834836
11,0,0.07149135223278427,2.5905898741096447,0.1743,0.5400276555856542,0.08136668072782728
12,0,0.0252105408655334,2.4764172560090474,0.1875,0.5491626092934233,0.09746159546351428
13,0,0.04615665651739982,2.190799201370045,0.2094,0.5539364116582882,0.11392589634280142
14,0,0.02127554538815457,2.3363073752943877,0.1207,0.515741197842528,0.030978492417211095
15,0,0.06387070746785503,3.4080085405118905,0.1135,0.5,0.0
16,0,0.03840022990747821,3.0112393145348615,0.2828,0.6020266265231803,0.20227348053842045
17,0,0.033580151742469755,3.0271699550045525,0.1024,0.5008516075322006,0.001673764670549182
18,0,0.03546890338615048,2.261692501177454,0.1121,0.5131997935659525,0.02495125470072
19,0,0.05595891539890727,2.148818996301882,0.2342,0.5670773439336843,0.13963910163447335
20,0,0.06189699880625995,2.4186823352886613,0.125,0.5158660770680008,0.03207418537427588
21,0,0.020577907905739264,2.296584452793097,0.2173,0.5651648063838548,0.12975114651978678
22,0,0.06411248135681853,2.175650008165153,0.2859,0.5967511884798639,0.20107344581822417
23,0,0.03464799598348327,2.644735157110129,0.1246,0.5133096987185991,0.026435458025805735
24,0,0.042886183097842145,2.2845900590252723,0.1068,0.5099993179237552,0.019152313917644468
25,0,0.08288823259682977,2.646689228191497,0.1639,0.5356985829811955,0.07261916571972737
26,0,0.030360085603664634,2.120188571085596,0.2073,0.559115417803652,0.11687064500082721
27,0,0.04927056826990883,2.0010159683834976,0.2849,0.5956863301314398,0.1982763850397678
28,0,0.026665015409336773,3.1052247338993535,0.0892,0.5,0.0
29,0,0.04212663637122023,1.9265974608196574,0.423,0.6758039036336302,0.3579989398860138
30,0,0.043464859756073566,2.1530031011362745,0.1736,0.5382722743815085,0.07847059304208721
31,0,0.025858175385605135,1.8694954472742262,0.301,0.6055242077841336,0.21742535561776025
32,0,0.04097463519429584,1.8557908003497277,0.3972,0.6714500527853824,0.3345411683434654
33,0,0.024335677001901788,2.038970582044808,0.2517,0.5849828276193303,0.1690480607699372
34,0,0.02444079562492698,1.8473056304227016,0.361,0.6434118200318715,0.2889628733466509
35,0,0.014518570762290437,2.922783424899836,0.1344,0.5208757173767469,0.041436233278496826
36,0,0.036795104567174344,3.0985018204731545,0.1562,0.5302297646757569,0.0599712078026445
37,0,0.025632701724185615,2.1657348711779165,0.3588,0.6394811153429579,0.2861843553586242
38,0,0.02355606838993845,2.038656517198891,0.2918,0.6070525945418168,0.21354849174825027
39,0,0.026202834868374335,1.7047972679138184,0.3942,0.6557908236911929,0.32320541934378794
40,0,0.028075404632210848,1.9071999165662534,0.3359,0.6292824917981873,0.2608144317873525
41,0,0.049044205697580764,2.184374508584381,0.3005,0.6136081890545011,0.22447615775842364
42,0,0.028920936872091258,2.9351801773545088,0.2073,0.5516235561175081,0.10775052110262316
43,0,0.03856128121846996,1.9936771772469684,0.2968,0.6116404538042911,0.2193094352316593
44,0,0.02308190165521228,1.4887376955360363,0.5204,0.7295334515876538,0.4659891424324537
45,0,0.03338085750737809,1.6667607984725077,0.4138,0.6694833918498058,0.34503410208102736
46,0,0.01508485553470382,1.760068885839669,0.3816,0.6508698306184686,0.3089926825185652
47,0,0.028805993646914434,1.5501215427544466,0.3803,0.65832341152524,0.3127074133017611
48,0,0.01937495434023003,1.7698876409773614,0.423,0.6708078765479548,0.3560067040483383
49,0,0.03210189041863486,1.5572793407804648,0.4683,0.6995961391126453,0.40716412000710817
50,0,0.02804784647886117,1.631605348769267,0.3462,0.637597596555327,0.2727576575793335
