round,average weight differences,train losses,test losses,test accuracies,average AUCs,Kappas
1,0,2.2318026981353762,2.2833209113710247,0.1135,0.5,0.0
2,0,2.111025012016296,2.143180116726335,0.375,0.6532112632407834,0.3054034852252542
3,0,1.45693730032444,0.9957533881163142,0.7347,0.8491892683195104,0.7049682457756635
4,0,0.6868437948673963,0.5394669621233728,0.8402,0.9099560001131349,0.8223565504132211
5,0,0.4709690065085888,0.4135277491940814,0.8726,0.9284410784613218,0.8583866158322786
6,0,0.3532492423988879,0.3667587228356653,0.8872,0.9372047547891407,0.8746483820439942
7,0,0.31357009657844903,0.3151808689069596,0.9033,0.9457493490782685,0.892513204563856
8,0,0.2716029036305844,0.28052590284377904,0.911,0.9500310394360936,0.9010693007991689
9,0,0.24679387311264872,0.2739676981808464,0.9109,0.9501109918177008,0.9009720587162116
10,0,0.2167521655522287,0.25128312586883833,0.9189,0.9546174973548085,0.9098623764092034
11,0,0.1930554644651711,0.21861379663608257,0.9317,0.96174001197262,0.9240822750285761
12,0,0.18767938707210124,0.20828747038676101,0.9332,0.9625432930235769,0.9257498737553337
13,0,0.18431775186024607,0.19287567597570693,0.9366,0.9645444874989483,0.9295295966079593
14,0,0.16178410593606532,0.1768995719356759,0.9429,0.9680219978577165,0.9365310149198687
15,0,0.14539175168052315,0.16701136611900322,0.9492,0.9716604016748326,0.9435354661017783
16,0,0.125581863376312,0.15902657352631117,0.9499,0.972172953572179,0.9443160323245765
17,0,0.11973332602810116,0.14832015313314878,0.9521,0.9732213746354486,0.9467580492687229
18,0,0.10748066319525243,0.14075530905300265,0.9554,0.975151721751374,0.9504269115446821
19,0,0.11193377777747808,0.12980174937042271,0.9594,0.9772693274647963,0.9548709736683025
20,0,0.08923695285245775,0.12806374607400103,0.9591,0.9770619659037392,0.9545361101447101
21,0,0.08669874577643348,0.13542691270960197,0.9561,0.9753118727030538,0.9511997925624348
22,0,0.08490003434242681,0.1194022861709759,0.9623,0.9789989570946419,0.9580962017396901
23,0,0.07672522727446632,0.11616538170277242,0.9624,0.9788395749846265,0.9582041929042348
24,0,0.07188687398890034,0.11534999642272,0.9627,0.9791118839735466,0.9585389278228982
25,0,0.07661740548489615,0.1121175759405218,0.9638,0.9797586382646941,0.9597620818600874
26,0,0.07220646154694259,0.11304813347590767,0.964,0.9799741617654604,0.9599855917007805
27,0,0.06853863056516277,0.10790630203010336,0.9658,0.980910528985499,0.9619854353531316
28,0,0.0691578041817993,0.10351621081228042,0.9657,0.9807879852295297,0.9618733802508622
29,0,0.06486954891332426,0.10221386422954831,0.9677,0.981949076665671,0.9640970163975929
30,0,0.05257608815771527,0.10216958880992488,0.9679,0.9820535145373265,0.9643193469137752
31,0,0.05992358669242822,0.09937389588033911,0.9674,0.9817207735199993,0.9637627924845633
32,0,0.04897372889821418,0.0987487973973072,0.9694,0.982961678313383,0.9659876841404272
33,0,0.050528482937137596,0.09915210099432582,0.9681,0.9821713631563455,0.9645412589851643
34,0,0.05388974389852956,0.094585696302034,0.9696,0.982994977788272,0.9662087319971184
35,0,0.048859127160510975,0.09199016326022554,0.9694,0.9828527926641261,0.9659863454073285
36,0,0.04978095471078996,0.09465619392902887,0.9695,0.9829931134515999,0.9660986663081944
37,0,0.0438451460993383,0.09184676269810813,0.97,0.9832376892772461,0.9666535459485459
38,0,0.03904142510792007,0.0904070492685553,0.9715,0.9840516219864229,0.9683205517319388
39,0,0.03955979682138422,0.08917615433916105,0.9702,0.9833838442225205,0.96687628494727
40,0,0.05094587240926922,0.08820205107223758,0.9719,0.9843115631670012,0.9687656762125504
41,0,0.04052480202645528,0.08594104790393482,0.9719,0.9842964212298732,0.9687655682384021
42,0,0.04504732742405031,0.0860003301080214,0.973,0.9848923655405804,0.9699880282244587
43,0,0.03207416732353158,0.08831246910693871,0.9714,0.9840054518725179,0.9682097703424902
44,0,0.03912975968641694,0.08528280193696115,0.9726,0.9846396136958436,0.9695431308449887
45,0,0.03823791563813574,0.0849729482417075,0.9722,0.9845177355777318,0.9690997631708035
46,0,0.03405800012312829,0.0815873627937777,0.974,0.9854599813145528,0.9710997684124404
47,0,0.031760623491893056,0.08271879008040574,0.9735,0.9851494065113752,0.9705437468709679
48,0,0.03060848619465833,0.08138806276963423,0.9734,0.9851056087781765,0.9704323608073651
49,0,0.0351081894489471,0.08146900502604486,0.9736,0.9852849591968006,0.9706555053250921
50,0,0.03178806700848509,0.07914835820484323,0.975,0.9860513834062216,0.9722115041993921
