round,average weight differences,train losses,test losses,test accuracies,average AUCs,Kappas
1,0,0.3373044179560478,2.4472054721443515,0.1135,0.5,0.0
2,0,0.037034526087980156,3.359559576982146,0.0982,0.5,0.0
3,0,0.03492441947190232,3.2801761460152403,0.101,0.5,0.0
4,0,0.03911350232861392,3.0065352218166277,0.1331,0.5195922547512539,0.03967433339396527
5,0,0.028217328107781176,2.875520003069738,0.1028,0.5,0.0
6,0,0.02762686383059675,3.330462988774488,0.0974,0.5,0.0
7,0,0.032656466867040664,2.8166759211546295,0.0984,0.5002258389367823,0.00044337032757164554
8,0,0.03300072489439767,2.605421748130944,0.0974,0.5,0.0
9,0,0.02739054940739556,2.6804785561409727,0.1498,0.528396780223609,0.05742614054652076
10,0,0.03202603809504944,2.7186219509999465,0.1135,0.5,0.0
11,0,0.02205155957535449,3.1842515514155103,0.0974,0.5,0.0
12,0,0.033054379650477625,2.719468031719232,0.1135,0.5,0.0
13,0,0.031033663015449863,2.5371394886332714,0.0974,0.5,0.0
14,0,0.02714127203786638,2.5798595012373227,0.1078,0.503869206547068,0.007827420954471368
15,0,0.028554463823034566,2.8779136268955887,0.0958,0.5,0.0
16,0,0.029836310643763596,2.679899138250169,0.1028,0.5,0.0
17,0,0.02662298122137145,2.668186500573614,0.1358,0.5216684443733018,0.04242668093120716
18,0,0.025943419070054208,2.5501045117712327,0.1877,0.5477123744284069,0.09486051257838572
19,0,0.025641494539771974,2.9543324913948203,0.1028,0.5,0.0
20,0,0.03317324326759593,2.613749815400239,0.101,0.5000650021290974,0.00019572364248738545
21,0,0.029723661451222145,2.5994621310264443,0.1559,0.5319350535434082,0.0616376551769065
22,0,0.025110672156684978,2.551316448078034,0.2015,0.5561511356549751,0.11211158523475259
23,0,0.030118401500758684,2.538783545706682,0.1135,0.5,0.0
24,0,0.02304579678424488,2.798985332440419,0.1878,0.5500156250174498,0.09852061928192693
25,0,0.03221469937204933,3.362377967044806,0.098,0.5,0.0
26,0,0.031727393272449264,3.2273247257159774,0.0892,0.49999928562730495,-1.2846014820352187e-05
27,0,0.03363235568036907,2.879618047908613,0.1032,0.5,0.0
28,0,0.029534584743025734,2.569508743893569,0.1526,0.5315146737044024,0.06131731409408238
29,0,0.026603151634221743,3.1826079301773365,0.101,0.5,0.0
30,0,0.03370303487370992,2.7375690800369163,0.1845,0.5462664575398458,0.09224973397518568
31,0,0.03608967992032889,2.738778721754718,0.0958,0.4999998895921308,-1.957535351510434e-06
32,0,0.024933594011799537,2.725381163275166,0.1135,0.5,0.0
33,0,0.031181387139365226,2.296571477962907,0.1827,0.5471288172493892,0.09336133053068503
34,0,0.023480129895715636,2.842254356214195,0.1688,0.537328315338684,0.07433151355729033
35,0,0.024758489820795607,2.418808991741982,0.1005,0.5014114921255174,0.002771043726100594
36,0,0.024593599994066385,2.5529249580043136,0.1193,0.5033867323567185,0.007175403878216143
37,0,0.02831275874644052,2.5964434511342627,0.1663,0.5381059012173549,0.07536985593936289
38,0,0.025695194332104886,2.8379555264855645,0.098,0.5,0.0
39,0,0.027568535895739016,2.639767534413915,0.1231,0.5111178995954447,0.022345607283087064
40,0,0.02933201724764049,2.6677593425580652,0.0958,0.5,0.0
41,0,0.028930278914094543,2.5384662849887922,0.1325,0.5198445050664546,0.03886116426519713
42,0,0.025038609113874066,2.5654722626801507,0.2527,0.5840361562595773,0.168704802703715
43,0,0.02778868759933275,2.365863245004302,0.1298,0.5094312897615368,0.01878853083089453
44,0,0.023995318879821835,2.267165830940198,0.0958,0.5037283290623609,0.007175980923197212
45,0,0.02060526188743163,2.959550146843977,0.1883,0.5509656615293078,0.09994079147283662
46,0,0.030205825893931126,2.4362707745497394,0.1166,0.5088969613103074,0.017517089741928633
47,0,0.025448358543903184,2.6216957842468456,0.0909,0.5009805496148931,0.0018534716943826642
48,0,0.02919536615215431,2.282593964011806,0.1818,0.5457714261765337,0.090244023527566
49,0,0.023043998384210524,2.3137375625075807,0.2305,0.5726271831206035,0.14529903137888825
50,0,0.0218569641246116,2.6243210036283844,0.1969,0.5560800425094268,0.10968035207657774
