round,average weight differences,train losses,test losses,test accuracies
1,0,0.8771740725252315,2.3644243941944874,0.1045
2,0,0.12270202621279166,2.374036333363527,0.1011
3,0,0.06968691672402202,2.45854649725993,0.1342
4,0,0.063647834771582,2.451612905332237,0.1028
5,0,0.06713755364187818,2.3171117579101757,0.0946
6,0,0.05874873703476624,2.4633080306326507,0.1332
7,0,0.06297286141512816,2.4070271367480043,0.1237
8,0,0.06642097421624385,2.4935374290320524,0.1032
9,0,0.0643791723272807,2.492871263224608,0.2206
10,0,0.06219109911577562,2.506421357962736,0.0892
11,0,0.061767238701877426,2.3649899458429617,0.1652
12,0,0.06325288516586625,2.6451057962551237,0.0967
13,0,0.07357848442547037,3.040915786840354,0.1135
14,0,0.08076225129443629,2.739114082542954,0.0979
15,0,0.0677775528049824,2.3780109836797045,0.1172
16,0,0.05666025067348529,2.4188068034542596,0.1122
17,0,0.06061788727351086,2.6018027636655576,0.0974
18,0,0.05699766306152013,2.8099557821917687,0.098
19,0,0.07689746685668068,2.46443575506757,0.1067
20,0,0.06163832377849758,2.628016654093554,0.1028
21,0,0.05989998742796161,2.4002145900847807,0.1009
22,0,0.0637841821438633,2.433027458798354,0.1011
23,0,0.06464462552266924,2.360803766615072,0.1015
24,0,0.06055113580006035,2.35991401125671,0.235
25,0,0.06506203696996637,2.3814329387276034,0.1029
26,0,0.05349345931719655,2.2829914654895758,0.1028
27,0,0.057157709415155286,2.350216479817773,0.1425
28,0,0.057225856487439164,2.452544049852213,0.1904
29,0,0.058738774769508374,2.531423283230727,0.1259
30,0,0.06902305150955726,2.413363373203642,0.1033
31,0,0.06636698955997418,2.359879455748637,0.1447
32,0,0.061062455419496474,2.6170593249570033,0.1032
33,0,0.07660341755599802,2.3153566357436453,0.2817
34,0,0.05872305193819557,2.294109298924732,0.1721
35,0,0.06317085136488458,2.3046106623995835,0.1922
36,0,0.054660289207986344,2.263372714352456,0.1029
37,0,0.05806481963006264,2.45473631779859,0.099
38,0,0.05368691375456365,2.4610907591072615,0.0982
39,0,0.06644727973649422,2.371151234693588,0.109
40,0,0.05800309484015089,2.294165465482481,0.114
41,0,0.05716469990660698,2.245586615459175,0.2313
42,0,0.056308295306771484,2.3936389722641866,0.1035
43,0,0.05843036051082891,2.2897911345123485,0.105
44,0,0.06148334311607869,2.2543836232203587,0.0959
45,0,0.060226111084757575,2.388583582677659,0.1046
46,0,0.06417683710457824,2.2099350827514748,0.1722
47,0,0.0556016578746494,2.422551589406979,0.1022
48,0,0.06561119662814235,2.2022638746127963,0.2119
49,0,0.05495272685415329,2.1778393505485196,0.1503
50,0,0.05407551884805798,2.1946678677941582,0.2477
