round,average weight differences,train losses,test losses,test accuracies
1,0.006454746554948436,2.3106429815292358,2.3039910793304443,0.0866
2,0.0064801134584573745,2.310363245010376,2.3038330078125,0.0868
3,0.0026844967157054595,2.326781678199768,2.303713083267212,0.0885
4,0.006451571814263345,2.3143564462661743,2.303584098815918,0.0888
5,0.006853251082893056,2.313621401786804,2.3034415245056152,0.089
6,0.0081619744904077,2.3039458990097046,2.3032801151275635,0.089
7,0.007628063730900423,2.2993714809417725,2.3031058311462402,0.0889
8,0.00739478862488986,2.2990781545639036,2.3029351234436035,0.0889
9,0.007550207209022835,2.3083725214004516,2.302798271179199,0.0889
10,0.007833215674256738,2.3080708980560303,2.302640438079834,0.0889
11,0.007431097121806641,2.3124118566513063,2.302509069442749,0.0891
12,0.008842049627271671,2.3029729604721068,2.302356243133545,0.089
13,0.008909751058672527,2.3028236627578735,2.3021883964538574,0.089
14,0.009393757408208895,2.3069490671157835,2.3020479679107666,0.0891
15,0.007358446045270318,2.2944190979003904,2.301862955093384,0.0889
16,0.008652109608417037,2.3024905920028687,2.301710844039917,0.0889
17,0.006733100785148738,2.293685245513916,2.30151629447937,0.089
18,0.007488252340850314,2.297579598426819,2.30135440826416,0.0889
19,0.007730040404896657,2.3066418170928955,2.3012027740478516,0.0888
20,0.007710213481743697,2.2971678733825684,2.3010411262512207,0.0888
21,0.007456541749676337,2.296897768974304,2.3008742332458496,0.0885
22,0.0077358147432137455,2.2968461990356444,2.300701856613159,0.0881
23,0.005253533707336422,2.3162822246551515,2.300593376159668,0.0887
24,0.008193987291571139,2.3058736085891725,2.3004395961761475,0.0888
25,0.008086117425624446,2.2964428186416628,2.300276279449463,0.0889
26,0.008813001554651817,2.300712156295776,2.3001134395599365,0.0889
27,0.007991057152570896,2.296441125869751,2.2999491691589355,0.0885
28,0.0076106466928880945,2.2962213277816774,2.2997817993164062,0.0881
29,0.0073602736126226476,2.310042905807495,2.299654722213745,0.0889
30,0.008347241382355345,2.3095405101776123,2.2995338439941406,0.0887
31,0.008784624554225318,2.295885920524597,2.29936146736145,0.0889
32,0.008925511220828913,2.3043641328811644,2.2992160320281982,0.0887
33,0.009329799811851239,2.2999438047409058,2.2990598678588867,0.0888
34,0.009265100799087832,2.303777837753296,2.298917293548584,0.0887
35,0.00964764394116965,2.2995896339416504,2.29876708984375,0.0888
36,0.008862400432320715,2.2952528476715086,2.298593759536743,0.0885
37,0.0072510685504067595,2.2906874895095823,2.298408269882202,0.0882
38,0.008005033721933475,2.2899707555770874,2.2982137203216553,0.0886
39,0.007807290953947092,2.294029140472412,2.2980480194091797,0.0895
40,0.0066763884061887355,2.2891029596328734,2.2978577613830566,0.0931
41,0.007733658121360493,2.298386979103088,2.297701835632324,0.0941
42,0.007538762900257944,2.30342755317688,2.2975475788116455,0.0955
43,0.007846584120282546,2.298402452468872,2.297393798828125,0.0966
44,0.007829038132015655,2.298274064064026,2.297236204147339,0.0987
45,0.00643414517960111,2.2877688884735106,2.297041654586792,0.11
46,0.007351125035023154,2.2925795555114745,2.2968695163726807,0.1219
47,0.005089989333917033,2.313928508758545,2.2967402935028076,0.1106
48,0.007841207515749063,2.2976312398910523,2.2965762615203857,0.1154
49,0.007413785181438678,2.2922019720077516,2.2964046001434326,0.1286
50,0.007218805109710243,2.292166519165039,2.296229124069214,0.1379
