round,average weight differences,train losses,test losses,test accuracies
1,0,2.058575795888901,2.32929099289475,0.1189
2,0,1.5801511313021184,2.3458208567017964,0.2072
3,0,1.4159215505421163,3.685891005643614,0.2317
4,0,1.3812348753213883,2.6289685212882463,0.2427
5,0,1.3318429837375878,2.562751789761197,0.2495
6,0,1.3378652227669954,1.9843151903456184,0.2957
7,0,1.3103272646665574,2.144935791659507,0.2297
8,0,1.2785481273382904,2.058657019001663,0.2593
9,0,1.2065541150420906,2.064328202016794,0.2883
10,0,1.166417906731367,1.9664893036435365,0.3038
11,0,1.1358090088516475,2.3641357915416643,0.2954
12,0,1.1369998586922885,1.810149510195301,0.3468
13,0,1.1109614420682192,1.7650012453650212,0.3625
14,0,1.0487918574362993,1.8839072604088267,0.332
15,0,1.0831877033412456,2.517459939239891,0.2791
16,0,0.9922429556399586,1.7213107803065306,0.3744
17,0,1.0375352939218283,2.4744036972143086,0.285
18,0,0.9937980728596448,1.7732250348777527,0.353
19,0,0.9325318475812674,1.9407505039956159,0.3414
20,0,0.9403156927227974,1.9942587166075494,0.3167
21,0,0.9281382343173027,1.7329645483357132,0.3709
22,0,0.8954250242561104,1.742721110392528,0.3725
23,0,0.8446801865100861,3.1096288444130282,0.3355
24,0,0.8611038604751229,1.699457817016893,0.3935
25,0,0.8589612811431288,1.897592081385813,0.347
26,0,0.8369370848685502,1.643688379579289,0.4107
27,0,0.8386915045976637,1.8630549953242017,0.3534
28,0,0.8338090804591776,1.6197339888590916,0.4108
29,0,0.7676635617762804,2.400096143127247,0.3469
30,0,0.7286843762546777,2.0396926106920668,0.36
31,0,0.796088003218174,2.004417707965632,0.346
32,0,0.7389446410909295,2.1055022204757496,0.3614
33,0,0.7476853611692788,1.5935806635838405,0.4265
34,0,0.7290658020228147,1.8869752587786146,0.3767
35,0,0.7246908926218748,1.5661605232080835,0.433
36,0,0.7050591864064336,1.6558158428046355,0.4093
37,0,0.7261809916049241,2.0224048005547495,0.351
38,0,0.7338768246769906,1.805614756930406,0.379
39,0,0.696210002079606,1.5491272666651732,0.4456
40,0,0.688457235172391,2.1482583231227412,0.3463
41,0,0.6605629520118236,1.8160222214498338,0.3972
42,0,0.627346104569733,1.5863545874881138,0.4465
43,0,0.6345704430527985,1.5393865123675887,0.4542
44,0,0.6105069766566157,1.5317471657588984,0.4596
45,0,0.6303763126395643,2.2700843309900565,0.3464
46,0,0.623018235452473,1.5378688444757158,0.461
47,0,0.536267577558756,2.8299675671158324,0.3601
48,0,0.5922190146706999,1.6523479724385937,0.4248
49,0,0.5672244346141816,1.6005401710036453,0.444
50,0,0.5813803126104176,1.5598124220113085,0.4519
51,0,0.5661694501712918,2.049466098190113,0.3699
52,0,0.5399073072709143,1.786633918999107,0.411
53,0,0.5128840958885849,2.1732175555198814,0.389
54,0,0.528767931945622,2.778894245244895,0.3332
55,0,0.4791159342601895,1.5502325691235292,0.4692
56,0,0.46764271394349644,1.738142363584725,0.446
57,0,0.4736011742521077,1.9212244164412189,0.4007
58,0,0.49159136201255016,2.594650645924222,0.3425
59,0,0.4690014886017889,2.389361006439112,0.3841
60,0,0.454379815030843,1.5968702940424537,0.4657
61,0,0.43487160187214613,1.5900186983643063,0.4727
62,0,0.4357606215961277,1.5733324251357157,0.4762
63,0,0.4365088472981006,1.5858339253504565,0.4742
64,0,0.4131769198924303,1.579239821737739,0.4757
65,0,0.3657465345645323,2.4075590903591957,0.3879
66,0,0.4551818978693336,3.940401832009577,0.3292
67,0,0.39693152376450597,2.0954561468901907,0.4101
68,0,0.3986659846734256,2.508717197521477,0.3604
69,0,0.3948313703201711,2.0691603619581573,0.4157
70,0,0.35870083893649285,1.6331635371894593,0.4738
71,0,0.3915662726713344,1.591700225878673,0.4858
72,0,0.3325392878707498,1.6191151066190879,0.4814
73,0,0.32739139448385685,1.8522523535285027,0.4517
74,0,0.35327336185611785,1.7142674080125846,0.4606
75,0,0.3324282068014145,1.6564493756385366,0.4863
76,0,0.3293102298118174,1.7454397382250257,0.4736
77,0,0.33870856471359734,2.668173830220654,0.3602
78,0,0.31003415492828934,3.8941949750207794,0.3712
79,0,0.34099066354800023,1.9333684201453143,0.4212
80,0,0.3087948829168454,2.373808530485554,0.4097
81,0,0.30120958418818194,1.7112422908187672,0.4858
82,0,0.2866612386214547,1.7678402487639409,0.4758
83,0,0.32881799868773676,2.5767480947409465,0.3655
84,0,0.3275571953132749,2.1280284839071286,0.4255
85,0,0.329235890111886,1.9308758738693919,0.4279
86,0,0.26820047161309046,3.3528391950449365,0.3796
87,0,0.2698204855178483,1.7272296020179798,0.4813
88,0,0.24965321889845654,3.727527952497932,0.3758
89,0,0.31164922447875143,2.1746204468854673,0.4012
90,0,0.2769447214761748,1.7094035809207115,0.4846
91,0,0.27835101668257267,1.6585931216075922,0.4953
92,0,0.27520528903231023,1.6519675725584577,0.4962
93,0,0.28240234164055433,1.8523344340597747,0.4633
94,0,0.2547894246666692,1.7527375487005634,0.4848
95,0,0.2790036314050667,1.672615932810838,0.4868
96,0,0.276512900639791,2.2968676006718045,0.4024
97,0,0.2563619959889911,2.44729895272832,0.4142
98,0,0.2717079329723492,2.0854242356719483,0.4231
99,0,0.24695004011970015,1.7684297455344231,0.4816
100,0,0.22108654729556293,3.281369812169652,0.3866
