round,average weight differences,train losses,test losses,test accuracies
1,0,2.2950429096221923,2.302550080475534,0.0889
2,0,2.290630210161209,2.30099625648207,0.0892
3,0,2.2933597753047943,2.3004877369874603,0.0892
4,0,2.2672258636951454,2.299875906318616,0.0892
5,0,2.248050618648529,2.3006572799318157,0.0902
6,0,2.25217902469635,2.2985439497953766,0.0987
7,0,2.257588269710541,2.2937246705316436,0.1026
8,0,2.246151332616806,2.288688041601971,0.1123
9,0,2.205113406419754,2.2896465419963667,0.1365
10,0,2.1603374108076094,2.295237556384627,0.1368
11,0,2.066262003302574,2.336500653795376,0.1602
12,0,2.063068323612213,2.3004772237911344,0.2442
13,0,1.9694444108009335,2.2665365228227747,0.2135
14,0,1.822767316460609,2.2878179504613207,0.2181
15,0,1.7492846727371216,2.2482016208065545,0.1882
16,0,1.6065042536258693,2.1238724076823825,0.4875
17,0,1.4790090675354004,2.2689644447557487,0.3933
18,0,1.3750206456184386,2.0320774506611428,0.4022
19,0,1.288800121665001,1.9748641427155513,0.3568
20,0,1.121161562561989,1.7868850215984757,0.4572
21,0,0.9686777024269103,1.649663158283112,0.4751
22,0,0.831774927467108,1.508346812740253,0.4942
23,0,0.856233024507761,2.272290453030046,0.3886
24,0,0.68484956279397,1.2930006954320676,0.562
25,0,0.5693905712366104,1.164769119138171,0.5853
26,0,0.5349289880245923,0.9410741519016824,0.7613
27,0,0.4680785273909569,1.00831148502933,0.6369
28,0,0.4169774425774813,0.9498405308480475,0.6542
29,0,0.46281589294970027,1.2704650835626443,0.5254
30,0,0.44186133629083635,1.2053384685971935,0.5597
31,0,0.3600677527487278,0.8421332135701635,0.6959
32,0,0.375649562343955,0.8010946732417793,0.7376
33,0,0.34463696056604387,0.6621426053487571,0.8065
34,0,0.3458941870778799,0.7405148960982159,0.7567
35,0,0.31075436002761125,0.6220038809404251,0.8125
36,0,0.2799101162552834,0.7117421441017442,0.746
37,0,0.2675560566037894,0.9906200464743717,0.6435
38,0,0.26757524684444073,0.9633597099477318,0.6475
39,0,0.26697460723295807,0.6680088024230519,0.7677
40,0,0.25615269761532544,0.956208901040873,0.6639
41,0,0.2919007056765258,0.5568943297027782,0.8294
42,0,0.28150510456413025,0.632950463872047,0.7923
43,0,0.26244022553041574,0.5396846917214667,0.8339
44,0,0.25811295509710913,0.5338236540555954,0.8358
45,0,0.22076149518042804,0.8939936838711903,0.683
46,0,0.24148251651600003,0.6239054055920072,0.7786
47,0,0.27794132410734895,1.3533732158363245,0.5456
48,0,0.2425511487443,0.515489820841771,0.836
49,0,0.23089977840706707,0.6051385490947468,0.7822
50,0,0.2177768660001457,0.5899471913932994,0.7883
