round,average weight differences,train losses,test losses,test accuracies
1,2.3178550373689695,0.9368758926838637,2.8287069068592823,0.1129
2,0.2614800578729283,0.5657507604882122,4.0480453360612225,0.1691
3,0.12238503951651973,0.45476562711596485,3.677903419846942,0.1749
4,0.12735759554988804,0.35519200035743415,3.3634296298786333,0.1909
5,0.07663298411457213,0.324395353011787,2.561996172947489,0.2271
6,0.06687501767545649,0.18846839992795145,2.7673154985828763,0.2903
7,0.09257281329177719,0.23988115839101373,2.151629885290838,0.3717
8,0.07191772273462624,0.19750430419063197,2.1968670870847764,0.3573
9,0.07924857831112082,0.1586496217204258,2.04022209583574,0.4492
10,0.07288309918035504,0.16704778448701835,1.7133120032632427,0.4832
11,0.07849691938723165,0.17841053547756744,1.8605824222989902,0.4373
12,0.10373224366017753,0.13894576787087137,1.7094813391661188,0.4677
13,0.09371406519098491,0.1549436080337036,1.68074643460049,0.3699
14,0.06567616952757457,0.10619535942195216,1.7893929291682638,0.4433
15,0.06168253416706169,0.10452412067283876,1.3574695708645377,0.5657
16,0.04544768101699997,0.11133546446869147,1.4613844376460763,0.5207
17,0.03771090125356398,0.09417032512219158,1.4856950086393175,0.5497
18,0.04758215522904299,0.085186115350225,1.2850327427220192,0.6002
19,0.0423766407718371,0.0725673345840769,1.2863150026388228,0.5765
20,0.06539429539130057,0.1067230519198347,1.2302030036403875,0.5983
21,0.06329930918948584,0.057427211168804206,1.251823859609616,0.6168
22,0.05129865172334488,0.09479441262152978,1.1463266897733044,0.6235
23,0.05309578518133453,0.09050805617752486,1.0045034315935366,0.6499
24,0.05331193463605831,0.07063533678697421,0.960700436192713,0.6782
25,0.33285772861240515,0.07279857075639301,0.9866182359920186,0.671
26,0.04621685115391664,0.06883348060573917,0.9613583657392271,0.7
27,0.10023475571967652,0.0479187589517096,1.0104575578574162,0.708
28,0.08484947632407644,0.057494584782514714,0.902515544063726,0.714
29,0.04441249912793489,0.05411229042120976,0.9199090704416774,0.6906
30,0.054174494085237654,0.06217640420061069,0.9673537441120026,0.6927
31,0.12972192040840053,0.050870605466188865,1.091815778024637,0.678
32,0.14187585764927857,0.070013607006229,0.8057470883533453,0.7364
33,0.035367008913239684,0.04351814063428901,0.784694846933055,0.7431
34,0.08384876490698487,0.0525153159344627,0.8417132494935564,0.734
35,0.11365546506647595,0.053535922459501305,0.8174833077344166,0.7384
36,0.04466433971093934,0.04358259262715,0.7555937997664616,0.7618
37,0.049526984004515995,0.045167058248596736,0.7563454800160827,0.7513
38,0.05424550092718956,0.05949918506556422,0.6306967424928762,0.784
39,0.03404604982136274,0.0380948716236453,0.753133317657337,0.7501
40,0.05576097805125061,0.06047163444326725,0.6671807002869381,0.776
41,0.0321530802629899,0.05047203160397475,0.6285111161933583,0.7926
42,0.035058586356311844,0.04874230748455738,0.6512612790628604,0.7805
43,0.033288789230053996,0.02934789706228184,0.7001064313445121,0.765
44,0.03862068299681329,0.051936048122355714,0.5730195689922685,0.8093
45,0.038678799055459276,0.03589440986528643,0.6094229590551109,0.7937
46,0.03164470756832031,0.040644399827753655,0.6747206032845625,0.7737
47,0.031610222478233294,0.04279945348168257,0.6586089112386582,0.7928
48,0.026704588542865164,0.03765546351548983,0.5471680879497983,0.816
49,0.03202988626673604,0.037396191344596444,0.5992542379031516,0.8035
50,0.0403448663763635,0.03159358361249907,0.6488466436506077,0.7985
